"STATISTIC","Statistic Label","TLIST(M1)","Month","C02803V03373","Type of Residential Property","UNIT","VALUE"
"HPM09C01","Residential Property Price Index","201202","2012 February","15","West - houses","Base 2015=100","107.7"
"HPM09C01","Residential Property Price Index","201202","2012 February","22","Mid-East - houses","Base 2015=100","74.4"
"HPM09C01","Residential Property Price Index","201202","2012 February","23","Mid-West - houses","Base 2015=100","108.3"
"HPM09C01","Residential Property Price Index","201202","2012 February","24","South-East - houses","Base 2015=100","88.3"
"HPM09C01","Residential Property Price Index","201202","2012 February","19","South-West - houses","Base 2015=100","90.2"
"HPM09C01","Residential Property Price Index","201203","2012 March","-","National - all residential properties","Base 2015=100","76.4"
"HPM09C01","Residential Property Price Index","201203","2012 March","01","National - houses","Base 2015=100","77"
"HPM09C01","Residential Property Price Index","201203","2012 March","02","National - apartments","Base 2015=100","71.2"
"HPM09C01","Residential Property Price Index","201203","2012 March","05","Dublin - all residential properties","Base 2015=100","65.1"
"HPM09C01","Residential Property Price Index","201203","2012 March","06","Dublin - houses","Base 2015=100","64.9"
"HPM09C01","Residential Property Price Index","201203","2012 March","07","Dublin - apartments","Base 2015=100","67.3"
"HPM09C01","Residential Property Price Index","201203","2012 March","08","Dublin City - houses","Base 2015=100","59.8"
"HPM09C01","Residential Property Price Index","201203","2012 March","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","63.9"
"HPM09C01","Residential Property Price Index","201203","2012 March","10","Fingal - houses","Base 2015=100","69.2"
"HPM09C01","Residential Property Price Index","201203","2012 March","11","South Dublin - houses","Base 2015=100","66.1"
"HPM09C01","Residential Property Price Index","201203","2012 March","03","National excluding Dublin - all residential properties","Base 2015=100","91.1"
"HPM09C01","Residential Property Price Index","201203","2012 March","04","National excluding Dublin - houses","Base 2015=100","91.1"
"HPM09C01","Residential Property Price Index","201203","2012 March","12","National excluding Dublin - apartments","Base 2015=100","90.2"
"HPM09C01","Residential Property Price Index","201203","2012 March","21","Border - houses","Base 2015=100","112.3"
"HPM09C01","Residential Property Price Index","201203","2012 March","14","Midland - houses","Base 2015=100","96.5"
"HPM09C01","Residential Property Price Index","201203","2012 March","15","West - houses","Base 2015=100","107.3"
"HPM09C01","Residential Property Price Index","201203","2012 March","22","Mid-East - houses","Base 2015=100","73.8"
"HPM09C01","Residential Property Price Index","201203","2012 March","23","Mid-West - houses","Base 2015=100","107.3"
"HPM09C01","Residential Property Price Index","201203","2012 March","24","South-East - houses","Base 2015=100","88.4"
"HPM09C01","Residential Property Price Index","201203","2012 March","19","South-West - houses","Base 2015=100","88.7"
"HPM09C01","Residential Property Price Index","201204","2012 April","-","National - all residential properties","Base 2015=100","75.2"
"HPM09C01","Residential Property Price Index","201204","2012 April","01","National - houses","Base 2015=100","75.7"
"HPM09C01","Residential Property Price Index","201204","2012 April","02","National - apartments","Base 2015=100","70.1"
"HPM09C01","Residential Property Price Index","201204","2012 April","05","Dublin - all residential properties","Base 2015=100","64.8"
"HPM09C01","Residential Property Price Index","201204","2012 April","06","Dublin - houses","Base 2015=100","64.6"
"HPM09C01","Residential Property Price Index","201204","2012 April","07","Dublin - apartments","Base 2015=100","66.7"
"HPM09C01","Residential Property Price Index","201204","2012 April","08","Dublin City - houses","Base 2015=100","59.6"
"HPM09C01","Residential Property Price Index","201204","2012 April","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","62.9"
"HPM09C01","Residential Property Price Index","201204","2012 April","10","Fingal - houses","Base 2015=100","68.8"
"HPM09C01","Residential Property Price Index","201204","2012 April","11","South Dublin - houses","Base 2015=100","65.6"
"HPM09C01","Residential Property Price Index","201204","2012 April","03","National excluding Dublin - all residential properties","Base 2015=100","88.7"
"HPM09C01","Residential Property Price Index","201204","2012 April","04","National excluding Dublin - houses","Base 2015=100","88.8"
"HPM09C01","Residential Property Price Index","201204","2012 April","12","National excluding Dublin - apartments","Base 2015=100","87.6"
"HPM09C01","Residential Property Price Index","201204","2012 April","21","Border - houses","Base 2015=100","111.3"
"HPM09C01","Residential Property Price Index","201204","2012 April","14","Midland - houses","Base 2015=100","96.3"
"HPM09C01","Residential Property Price Index","201204","2012 April","15","West - houses","Base 2015=100","104.4"
"HPM09C01","Residential Property Price Index","201204","2012 April","22","Mid-East - houses","Base 2015=100","72"
"HPM09C01","Residential Property Price Index","201204","2012 April","23","Mid-West - houses","Base 2015=100","104.6"
"HPM09C01","Residential Property Price Index","201204","2012 April","24","South-East - houses","Base 2015=100","87.9"
"HPM09C01","Residential Property Price Index","201204","2012 April","19","South-West - houses","Base 2015=100","86.6"
"HPM09C01","Residential Property Price Index","201205","2012 May","-","National - all residential properties","Base 2015=100","75"
"HPM09C01","Residential Property Price Index","201205","2012 May","01","National - houses","Base 2015=100","75.5"
"HPM09C01","Residential Property Price Index","201205","2012 May","02","National - apartments","Base 2015=100","69.1"
"HPM09C01","Residential Property Price Index","201205","2012 May","05","Dublin - all residential properties","Base 2015=100","64.8"
"HPM09C01","Residential Property Price Index","201205","2012 May","06","Dublin - houses","Base 2015=100","64.7"
"HPM09C01","Residential Property Price Index","201205","2012 May","07","Dublin - apartments","Base 2015=100","65.9"
"HPM09C01","Residential Property Price Index","201205","2012 May","08","Dublin City - houses","Base 2015=100","59.9"
"HPM09C01","Residential Property Price Index","201205","2012 May","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","62.8"
"HPM09C01","Residential Property Price Index","201205","2012 May","10","Fingal - houses","Base 2015=100","67.8"
"HPM09C01","Residential Property Price Index","201205","2012 May","11","South Dublin - houses","Base 2015=100","65.3"
"HPM09C01","Residential Property Price Index","201205","2012 May","03","National excluding Dublin - all residential properties","Base 2015=100","88.1"
"HPM09C01","Residential Property Price Index","201205","2012 May","04","National excluding Dublin - houses","Base 2015=100","88.2"
"HPM09C01","Residential Property Price Index","201205","2012 May","12","National excluding Dublin - apartments","Base 2015=100","86.3"
"HPM09C01","Residential Property Price Index","201205","2012 May","21","Border - houses","Base 2015=100","111.5"
"HPM09C01","Residential Property Price Index","201205","2012 May","14","Midland - houses","Base 2015=100","96.6"
"HPM09C01","Residential Property Price Index","201205","2012 May","15","West - houses","Base 2015=100","100.9"
"HPM09C01","Residential Property Price Index","201205","2012 May","22","Mid-East - houses","Base 2015=100","71.8"
"HPM09C01","Residential Property Price Index","201205","2012 May","23","Mid-West - houses","Base 2015=100","104.9"
"HPM09C01","Residential Property Price Index","201205","2012 May","24","South-East - houses","Base 2015=100","87.5"
"HPM09C01","Residential Property Price Index","201205","2012 May","19","South-West - houses","Base 2015=100","85.3"
"HPM09C01","Residential Property Price Index","201206","2012 June","-","National - all residential properties","Base 2015=100","74.8"
"HPM09C01","Residential Property Price Index","201206","2012 June","01","National - houses","Base 2015=100","75.5"
"HPM09C01","Residential Property Price Index","201206","2012 June","02","National - apartments","Base 2015=100","68.2"
"HPM09C01","Residential Property Price Index","201206","2012 June","05","Dublin - all residential properties","Base 2015=100","65.1"
"HPM09C01","Residential Property Price Index","201206","2012 June","06","Dublin - houses","Base 2015=100","65.1"
"HPM09C01","Residential Property Price Index","201206","2012 June","07","Dublin - apartments","Base 2015=100","65.3"
"HPM09C01","Residential Property Price Index","201206","2012 June","08","Dublin City - houses","Base 2015=100","60"
"HPM09C01","Residential Property Price Index","201206","2012 June","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","63.2"
"HPM09C01","Residential Property Price Index","201206","2012 June","10","Fingal - houses","Base 2015=100","68.2"
"HPM09C01","Residential Property Price Index","201206","2012 June","11","South Dublin - houses","Base 2015=100","66"
"HPM09C01","Residential Property Price Index","201206","2012 June","03","National excluding Dublin - all residential properties","Base 2015=100","87.3"
"HPM09C01","Residential Property Price Index","201206","2012 June","04","National excluding Dublin - houses","Base 2015=100","87.5"
"HPM09C01","Residential Property Price Index","201206","2012 June","12","National excluding Dublin - apartments","Base 2015=100","84.7"
"HPM09C01","Residential Property Price Index","201206","2012 June","21","Border - houses","Base 2015=100","107.8"
"HPM09C01","Residential Property Price Index","201206","2012 June","14","Midland - houses","Base 2015=100","92.9"
"HPM09C01","Residential Property Price Index","201206","2012 June","15","West - houses","Base 2015=100","101.6"
"HPM09C01","Residential Property Price Index","201206","2012 June","22","Mid-East - houses","Base 2015=100","71.8"
"HPM09C01","Residential Property Price Index","201206","2012 June","23","Mid-West - houses","Base 2015=100","103.2"
"HPM09C01","Residential Property Price Index","201206","2012 June","24","South-East - houses","Base 2015=100","86.9"
"HPM09C01","Residential Property Price Index","201206","2012 June","19","South-West - houses","Base 2015=100","84.7"
"HPM09C01","Residential Property Price Index","201207","2012 July","-","National - all residential properties","Base 2015=100","75.6"
"HPM09C01","Residential Property Price Index","201207","2012 July","01","National - houses","Base 2015=100","76.2"
"HPM09C01","Residential Property Price Index","201207","2012 July","02","National - apartments","Base 2015=100","68.6"
"HPM09C01","Residential Property Price Index","201207","2012 July","05","Dublin - all residential properties","Base 2015=100","66.5"
"HPM09C01","Residential Property Price Index","201207","2012 July","06","Dublin - houses","Base 2015=100","66.6"
"HPM09C01","Residential Property Price Index","201207","2012 July","07","Dublin - apartments","Base 2015=100","66.1"
"HPM09C01","Residential Property Price Index","201207","2012 July","08","Dublin City - houses","Base 2015=100","60.8"
"HPM09C01","Residential Property Price Index","201207","2012 July","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","64.7"
"HPM09C01","Residential Property Price Index","201207","2012 July","10","Fingal - houses","Base 2015=100","69"
"HPM09C01","Residential Property Price Index","201207","2012 July","11","South Dublin - houses","Base 2015=100","66.8"
"HPM09C01","Residential Property Price Index","201207","2012 July","03","National excluding Dublin - all residential properties","Base 2015=100","87.4"
"HPM09C01","Residential Property Price Index","201207","2012 July","04","National excluding Dublin - houses","Base 2015=100","87.5"
"HPM09C01","Residential Property Price Index","201207","2012 July","12","National excluding Dublin - apartments","Base 2015=100","85.5"
"HPM09C01","Residential Property Price Index","201207","2012 July","21","Border - houses","Base 2015=100","106.7"
"HPM09C01","Residential Property Price Index","201207","2012 July","14","Midland - houses","Base 2015=100","90.5"
"HPM09C01","Residential Property Price Index","201207","2012 July","15","West - houses","Base 2015=100","102"
"HPM09C01","Residential Property Price Index","201207","2012 July","22","Mid-East - houses","Base 2015=100","72.5"
"HPM09C01","Residential Property Price Index","201207","2012 July","23","Mid-West - houses","Base 2015=100","102.5"
"HPM09C01","Residential Property Price Index","201207","2012 July","24","South-East - houses","Base 2015=100","85.2"
"HPM09C01","Residential Property Price Index","201207","2012 July","19","South-West - houses","Base 2015=100","84.6"
"HPM09C01","Residential Property Price Index","201208","2012 August","-","National - all residential properties","Base 2015=100","75.7"
"HPM09C01","Residential Property Price Index","201208","2012 August","01","National - houses","Base 2015=100","76.4"
"HPM09C01","Residential Property Price Index","201208","2012 August","02","National - apartments","Base 2015=100","68.4"
"HPM09C01","Residential Property Price Index","201208","2012 August","05","Dublin - all residential properties","Base 2015=100","67.4"
"HPM09C01","Residential Property Price Index","201208","2012 August","06","Dublin - houses","Base 2015=100","67.4"
"HPM09C01","Residential Property Price Index","201208","2012 August","07","Dublin - apartments","Base 2015=100","66.7"
"HPM09C01","Residential Property Price Index","201208","2012 August","08","Dublin City - houses","Base 2015=100","61.6"
"HPM09C01","Residential Property Price Index","201208","2012 August","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","66.5"
"HPM09C01","Residential Property Price Index","201208","2012 August","10","Fingal - houses","Base 2015=100","69.5"
"HPM09C01","Residential Property Price Index","201208","2012 August","11","South Dublin - houses","Base 2015=100","66.6"
"HPM09C01","Residential Property Price Index","201208","2012 August","03","National excluding Dublin - all residential properties","Base 2015=100","86.6"
"HPM09C01","Residential Property Price Index","201208","2012 August","04","National excluding Dublin - houses","Base 2015=100","86.9"
"HPM09C01","Residential Property Price Index","201208","2012 August","12","National excluding Dublin - apartments","Base 2015=100","82.5"
"HPM09C01","Residential Property Price Index","201208","2012 August","21","Border - houses","Base 2015=100","103"
"HPM09C01","Residential Property Price Index","201208","2012 August","14","Midland - houses","Base 2015=100","90.1"
"HPM09C01","Residential Property Price Index","201208","2012 August","15","West - houses","Base 2015=100","99.9"
"HPM09C01","Residential Property Price Index","201208","2012 August","22","Mid-East - houses","Base 2015=100","73.3"
"HPM09C01","Residential Property Price Index","201208","2012 August","23","Mid-West - houses","Base 2015=100","102"
"HPM09C01","Residential Property Price Index","201208","2012 August","24","South-East - houses","Base 2015=100","84.9"
"HPM09C01","Residential Property Price Index","201208","2012 August","19","South-West - houses","Base 2015=100","83.7"
"HPM09C01","Residential Property Price Index","201209","2012 September","-","National - all residential properties","Base 2015=100","76.3"
"HPM09C01","Residential Property Price Index","201209","2012 September","01","National - houses","Base 2015=100","76.9"
"HPM09C01","Residential Property Price Index","201209","2012 September","02","National - apartments","Base 2015=100","69.2"
"HPM09C01","Residential Property Price Index","201209","2012 September","05","Dublin - all residential properties","Base 2015=100","68.1"
"HPM09C01","Residential Property Price Index","201209","2012 September","06","Dublin - houses","Base 2015=100","68.2"
"HPM09C01","Residential Property Price Index","201209","2012 September","07","Dublin - apartments","Base 2015=100","67.5"
"HPM09C01","Residential Property Price Index","201209","2012 September","08","Dublin City - houses","Base 2015=100","63"
"HPM09C01","Residential Property Price Index","201209","2012 September","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","67.7"
"HPM09C01","Residential Property Price Index","201209","2012 September","10","Fingal - houses","Base 2015=100","70.3"
"HPM09C01","Residential Property Price Index","201209","2012 September","11","South Dublin - houses","Base 2015=100","66.6"
"HPM09C01","Residential Property Price Index","201209","2012 September","03","National excluding Dublin - all residential properties","Base 2015=100","87"
"HPM09C01","Residential Property Price Index","201209","2012 September","04","National excluding Dublin - houses","Base 2015=100","87.1"
"HPM09C01","Residential Property Price Index","201209","2012 September","12","National excluding Dublin - apartments","Base 2015=100","84.4"
"HPM09C01","Residential Property Price Index","201209","2012 September","21","Border - houses","Base 2015=100","99.8"
"HPM09C01","Residential Property Price Index","201209","2012 September","14","Midland - houses","Base 2015=100","91.8"
"HPM09C01","Residential Property Price Index","201209","2012 September","15","West - houses","Base 2015=100","99.7"
"HPM09C01","Residential Property Price Index","201209","2012 September","22","Mid-East - houses","Base 2015=100","74"
"HPM09C01","Residential Property Price Index","201209","2012 September","23","Mid-West - houses","Base 2015=100","101.8"
"HPM09C01","Residential Property Price Index","201209","2012 September","24","South-East - houses","Base 2015=100","83.3"
"HPM09C01","Residential Property Price Index","201209","2012 September","19","South-West - houses","Base 2015=100","84.3"
"HPM09C01","Residential Property Price Index","201210","2012 October","-","National - all residential properties","Base 2015=100","76.6"
"HPM09C01","Residential Property Price Index","201210","2012 October","01","National - houses","Base 2015=100","77.1"
"HPM09C01","Residential Property Price Index","201210","2012 October","02","National - apartments","Base 2015=100","70.1"
"HPM09C01","Residential Property Price Index","201210","2012 October","05","Dublin - all residential properties","Base 2015=100","68.8"
"HPM09C01","Residential Property Price Index","201210","2012 October","06","Dublin - houses","Base 2015=100","68.8"
"HPM09C01","Residential Property Price Index","201210","2012 October","07","Dublin - apartments","Base 2015=100","68.7"
"HPM09C01","Residential Property Price Index","201210","2012 October","08","Dublin City - houses","Base 2015=100","63.4"
"HPM09C01","Residential Property Price Index","201210","2012 October","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","69.7"
"HPM09C01","Residential Property Price Index","201210","2012 October","10","Fingal - houses","Base 2015=100","70.9"
"HPM09C01","Residential Property Price Index","201210","2012 October","11","South Dublin - houses","Base 2015=100","67.4"
"HPM09C01","Residential Property Price Index","201210","2012 October","03","National excluding Dublin - all residential properties","Base 2015=100","86.8"
"HPM09C01","Residential Property Price Index","201210","2012 October","04","National excluding Dublin - houses","Base 2015=100","86.8"
"HPM09C01","Residential Property Price Index","201210","2012 October","12","National excluding Dublin - apartments","Base 2015=100","85"
"HPM09C01","Residential Property Price Index","201210","2012 October","21","Border - houses","Base 2015=100","100"
"HPM09C01","Residential Property Price Index","201210","2012 October","14","Midland - houses","Base 2015=100","90"
"HPM09C01","Residential Property Price Index","201210","2012 October","15","West - houses","Base 2015=100","98.6"
"HPM09C01","Residential Property Price Index","201210","2012 October","22","Mid-East - houses","Base 2015=100","74.7"
"HPM09C01","Residential Property Price Index","201210","2012 October","23","Mid-West - houses","Base 2015=100","100.7"
"HPM09C01","Residential Property Price Index","201210","2012 October","24","South-East - houses","Base 2015=100","83.5"
"HPM09C01","Residential Property Price Index","201210","2012 October","19","South-West - houses","Base 2015=100","84.1"
"HPM09C01","Residential Property Price Index","201211","2012 November","-","National - all residential properties","Base 2015=100","76.3"
"HPM09C01","Residential Property Price Index","201211","2012 November","01","National - houses","Base 2015=100","76.8"
"HPM09C01","Residential Property Price Index","201211","2012 November","02","National - apartments","Base 2015=100","70.5"
"HPM09C01","Residential Property Price Index","201211","2012 November","05","Dublin - all residential properties","Base 2015=100","69.2"
"HPM09C01","Residential Property Price Index","201211","2012 November","06","Dublin - houses","Base 2015=100","69.3"
"HPM09C01","Residential Property Price Index","201211","2012 November","07","Dublin - apartments","Base 2015=100","68.7"
"HPM09C01","Residential Property Price Index","201211","2012 November","08","Dublin City - houses","Base 2015=100","64.3"
"HPM09C01","Residential Property Price Index","201211","2012 November","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","70.9"
"HPM09C01","Residential Property Price Index","201211","2012 November","10","Fingal - houses","Base 2015=100","71.5"
"HPM09C01","Residential Property Price Index","201211","2012 November","11","South Dublin - houses","Base 2015=100","68.4"
"HPM09C01","Residential Property Price Index","201211","2012 November","03","National excluding Dublin - all residential properties","Base 2015=100","85.6"
"HPM09C01","Residential Property Price Index","201211","2012 November","04","National excluding Dublin - houses","Base 2015=100","85.6"
"HPM09C01","Residential Property Price Index","201211","2012 November","12","National excluding Dublin - apartments","Base 2015=100","85.2"
"HPM09C01","Residential Property Price Index","201211","2012 November","21","Border - houses","Base 2015=100","97.6"
"HPM09C01","Residential Property Price Index","201211","2012 November","14","Midland - houses","Base 2015=100","88.2"
"HPM09C01","Residential Property Price Index","201211","2012 November","15","West - houses","Base 2015=100","97.2"
"HPM09C01","Residential Property Price Index","201211","2012 November","22","Mid-East - houses","Base 2015=100","75.1"
"HPM09C01","Residential Property Price Index","201211","2012 November","23","Mid-West - houses","Base 2015=100","99.6"
"HPM09C01","Residential Property Price Index","201211","2012 November","24","South-East - houses","Base 2015=100","82.4"
"HPM09C01","Residential Property Price Index","201211","2012 November","19","South-West - houses","Base 2015=100","83.5"
"HPM09C01","Residential Property Price Index","201212","2012 December","-","National - all residential properties","Base 2015=100","76.6"
"HPM09C01","Residential Property Price Index","201212","2012 December","01","National - houses","Base 2015=100","77.1"
"HPM09C01","Residential Property Price Index","201212","2012 December","02","National - apartments","Base 2015=100","71"
"HPM09C01","Residential Property Price Index","201212","2012 December","05","Dublin - all residential properties","Base 2015=100","70"
"HPM09C01","Residential Property Price Index","201212","2012 December","06","Dublin - houses","Base 2015=100","70.3"
"HPM09C01","Residential Property Price Index","201212","2012 December","07","Dublin - apartments","Base 2015=100","69"
"HPM09C01","Residential Property Price Index","201212","2012 December","08","Dublin City - houses","Base 2015=100","66"
"HPM09C01","Residential Property Price Index","201212","2012 December","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","71.9"
"HPM09C01","Residential Property Price Index","201212","2012 December","10","Fingal - houses","Base 2015=100","71.7"
"HPM09C01","Residential Property Price Index","201212","2012 December","11","South Dublin - houses","Base 2015=100","69.6"
"HPM09C01","Residential Property Price Index","201212","2012 December","03","National excluding Dublin - all residential properties","Base 2015=100","85.3"
"HPM09C01","Residential Property Price Index","201212","2012 December","04","National excluding Dublin - houses","Base 2015=100","85.2"
"HPM09C01","Residential Property Price Index","201212","2012 December","12","National excluding Dublin - apartments","Base 2015=100","85.6"
"HPM09C01","Residential Property Price Index","201212","2012 December","21","Border - houses","Base 2015=100","96.1"
"HPM09C01","Residential Property Price Index","201212","2012 December","14","Midland - houses","Base 2015=100","87.3"
"HPM09C01","Residential Property Price Index","201212","2012 December","15","West - houses","Base 2015=100","96.1"
"HPM09C01","Residential Property Price Index","201212","2012 December","22","Mid-East - houses","Base 2015=100","75.9"
"HPM09C01","Residential Property Price Index","201212","2012 December","23","Mid-West - houses","Base 2015=100","97.5"
"HPM09C01","Residential Property Price Index","201212","2012 December","24","South-East - houses","Base 2015=100","82"
"HPM09C01","Residential Property Price Index","201212","2012 December","19","South-West - houses","Base 2015=100","83.7"
"HPM09C01","Residential Property Price Index","201301","2013 January","-","National - all residential properties","Base 2015=100","75.2"
"HPM09C01","Residential Property Price Index","201301","2013 January","01","National - houses","Base 2015=100","75.5"
"HPM09C01","Residential Property Price Index","201301","2013 January","02","National - apartments","Base 2015=100","71.9"
"HPM09C01","Residential Property Price Index","201301","2013 January","05","Dublin - all residential properties","Base 2015=100","69.4"
"HPM09C01","Residential Property Price Index","201301","2013 January","06","Dublin - houses","Base 2015=100","69.5"
"HPM09C01","Residential Property Price Index","201301","2013 January","07","Dublin - apartments","Base 2015=100","69.6"
"HPM09C01","Residential Property Price Index","201301","2013 January","08","Dublin City - houses","Base 2015=100","65.7"
"HPM09C01","Residential Property Price Index","201301","2013 January","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","73"
"HPM09C01","Residential Property Price Index","201301","2013 January","10","Fingal - houses","Base 2015=100","71.1"
"HPM09C01","Residential Property Price Index","201301","2013 January","11","South Dublin - houses","Base 2015=100","69.3"
"HPM09C01","Residential Property Price Index","201301","2013 January","03","National excluding Dublin - all residential properties","Base 2015=100","82.9"
"HPM09C01","Residential Property Price Index","201301","2013 January","04","National excluding Dublin - houses","Base 2015=100","82.7"
"HPM09C01","Residential Property Price Index","201301","2013 January","12","National excluding Dublin - apartments","Base 2015=100","87"
"HPM09C01","Residential Property Price Index","201301","2013 January","21","Border - houses","Base 2015=100","90.6"
"HPM09C01","Residential Property Price Index","201301","2013 January","14","Midland - houses","Base 2015=100","85.2"
"HPM09C01","Residential Property Price Index","201301","2013 January","15","West - houses","Base 2015=100","92.3"
"HPM09C01","Residential Property Price Index","201301","2013 January","22","Mid-East - houses","Base 2015=100","74.7"
"HPM09C01","Residential Property Price Index","201301","2013 January","23","Mid-West - houses","Base 2015=100","95.7"
"HPM09C01","Residential Property Price Index","201301","2013 January","24","South-East - houses","Base 2015=100","80.7"
"HPM09C01","Residential Property Price Index","201301","2013 January","19","South-West - houses","Base 2015=100","83.7"
"HPM09C01","Residential Property Price Index","201302","2013 February","-","National - all residential properties","Base 2015=100","74.4"
"HPM09C01","Residential Property Price Index","201302","2013 February","01","National - houses","Base 2015=100","74.6"
"HPM09C01","Residential Property Price Index","201302","2013 February","02","National - apartments","Base 2015=100","72.2"
"HPM09C01","Residential Property Price Index","201302","2013 February","05","Dublin - all residential properties","Base 2015=100","68.2"
"HPM09C01","Residential Property Price Index","201302","2013 February","06","Dublin - houses","Base 2015=100","68.2"
"HPM09C01","Residential Property Price Index","201302","2013 February","07","Dublin - apartments","Base 2015=100","69.4"
"HPM09C01","Residential Property Price Index","201302","2013 February","08","Dublin City - houses","Base 2015=100","65.2"
"HPM09C01","Residential Property Price Index","201302","2013 February","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","72.4"
"HPM09C01","Residential Property Price Index","201302","2013 February","10","Fingal - houses","Base 2015=100","70.7"
"HPM09C01","Residential Property Price Index","201302","2013 February","11","South Dublin - houses","Base 2015=100","69.8"
"HPM09C01","Residential Property Price Index","201302","2013 February","03","National excluding Dublin - all residential properties","Base 2015=100","82.5"
"HPM09C01","Residential Property Price Index","201302","2013 February","04","National excluding Dublin - houses","Base 2015=100","82.2"
"HPM09C01","Residential Property Price Index","201302","2013 February","12","National excluding Dublin - apartments","Base 2015=100","87.6"
"HPM09C01","Residential Property Price Index","201302","2013 February","21","Border - houses","Base 2015=100","88.8"
"HPM09C01","Residential Property Price Index","201302","2013 February","14","Midland - houses","Base 2015=100","84.9"
"HPM09C01","Residential Property Price Index","201302","2013 February","15","West - houses","Base 2015=100","91.3"
"HPM09C01","Residential Property Price Index","201302","2013 February","22","Mid-East - houses","Base 2015=100","75.5"
"HPM09C01","Residential Property Price Index","201302","2013 February","23","Mid-West - houses","Base 2015=100","95.2"
"HPM09C01","Residential Property Price Index","201302","2013 February","24","South-East - houses","Base 2015=100","78.8"
"HPM09C01","Residential Property Price Index","201302","2013 February","19","South-West - houses","Base 2015=100","82.7"
"HPM09C01","Residential Property Price Index","201303","2013 March","-","National - all residential properties","Base 2015=100","73.4"
"HPM09C01","Residential Property Price Index","201303","2013 March","01","National - houses","Base 2015=100","73.6"
"HPM09C01","Residential Property Price Index","201303","2013 March","02","National - apartments","Base 2015=100","72"
"HPM09C01","Residential Property Price Index","201303","2013 March","05","Dublin - all residential properties","Base 2015=100","67.8"
"HPM09C01","Residential Property Price Index","201303","2013 March","06","Dublin - houses","Base 2015=100","67.8"
"HPM09C01","Residential Property Price Index","201303","2013 March","07","Dublin - apartments","Base 2015=100","69.2"
"HPM09C01","Residential Property Price Index","201303","2013 March","08","Dublin City - houses","Base 2015=100","65.6"
"HPM09C01","Residential Property Price Index","201303","2013 March","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","72"
"HPM09C01","Residential Property Price Index","201303","2013 March","10","Fingal - houses","Base 2015=100","69.7"
"HPM09C01","Residential Property Price Index","201303","2013 March","11","South Dublin - houses","Base 2015=100","69.5"
"HPM09C01","Residential Property Price Index","201303","2013 March","03","National excluding Dublin - all residential properties","Base 2015=100","80.7"
"HPM09C01","Residential Property Price Index","201303","2013 March","04","National excluding Dublin - houses","Base 2015=100","80.5"
"HPM09C01","Residential Property Price Index","201303","2013 March","12","National excluding Dublin - apartments","Base 2015=100","85.6"
"HPM09C01","Residential Property Price Index","201303","2013 March","21","Border - houses","Base 2015=100","86.7"
"HPM09C01","Residential Property Price Index","201303","2013 March","14","Midland - houses","Base 2015=100","81.7"
"HPM09C01","Residential Property Price Index","201303","2013 March","15","West - houses","Base 2015=100","92.4"
"HPM09C01","Residential Property Price Index","201303","2013 March","22","Mid-East - houses","Base 2015=100","74.2"
"HPM09C01","Residential Property Price Index","201303","2013 March","23","Mid-West - houses","Base 2015=100","91.3"
"HPM09C01","Residential Property Price Index","201303","2013 March","24","South-East - houses","Base 2015=100","78.5"
"HPM09C01","Residential Property Price Index","201303","2013 March","19","South-West - houses","Base 2015=100","81.1"
"HPM09C01","Residential Property Price Index","201304","2013 April","-","National - all residential properties","Base 2015=100","73.7"
"HPM09C01","Residential Property Price Index","201304","2013 April","01","National - houses","Base 2015=100","74"
"HPM09C01","Residential Property Price Index","201304","2013 April","02","National - apartments","Base 2015=100","71.8"
"HPM09C01","Residential Property Price Index","201304","2013 April","05","Dublin - all residential properties","Base 2015=100","68.6"
"HPM09C01","Residential Property Price Index","201304","2013 April","06","Dublin - houses","Base 2015=100","68.6"
"HPM09C01","Residential Property Price Index","201304","2013 April","07","Dublin - apartments","Base 2015=100","69"
"HPM09C01","Residential Property Price Index","201304","2013 April","08","Dublin City - houses","Base 2015=100","65.4"
"HPM09C01","Residential Property Price Index","201304","2013 April","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","72.5"
"HPM09C01","Residential Property Price Index","201304","2013 April","10","Fingal - houses","Base 2015=100","71.2"
"HPM09C01","Residential Property Price Index","201304","2013 April","11","South Dublin - houses","Base 2015=100","69.9"
"HPM09C01","Residential Property Price Index","201304","2013 April","03","National excluding Dublin - all residential properties","Base 2015=100","80.5"
"HPM09C01","Residential Property Price Index","201304","2013 April","04","National excluding Dublin - houses","Base 2015=100","80.4"
"HPM09C01","Residential Property Price Index","201304","2013 April","12","National excluding Dublin - apartments","Base 2015=100","83.5"
"HPM09C01","Residential Property Price Index","201304","2013 April","21","Border - houses","Base 2015=100","87.7"
