"STATISTIC","Statistic Label","TLIST(M1)","Month","C02803V03373","Type of Residential Property","UNIT","VALUE"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201905","2019 May","24","South-East - houses","%","7.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201905","2019 May","19","South-West - houses","%","4.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","-","National - all residential properties","%","2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","01","National - houses","%","2.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","02","National - apartments","%","1.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","05","Dublin - all residential properties","%","0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","06","Dublin - houses","%","0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","07","Dublin - apartments","%","0"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","08","Dublin City - houses","%","-1.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","09","Dun Laoghaire-Rathdown - houses","%","-3.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","10","Fingal - houses","%","1.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","11","South Dublin - houses","%","3.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","03","National excluding Dublin - all residential properties","%","4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","04","National excluding Dublin - houses","%","3.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","12","National excluding Dublin - apartments","%","5.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","21","Border - houses","%","14.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","14","Midland - houses","%","6.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","15","West - houses","%","8.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","22","Mid-East - houses","%","0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","23","Mid-West - houses","%","3.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","24","South-East - houses","%","7.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201906","2019 June","19","South-West - houses","%","2.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","-","National - all residential properties","%","2.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","01","National - houses","%","2.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","02","National - apartments","%","1.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","05","Dublin - all residential properties","%","0"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","06","Dublin - houses","%","-0.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","07","Dublin - apartments","%","1.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","08","Dublin City - houses","%","-1.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","09","Dun Laoghaire-Rathdown - houses","%","-5.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","10","Fingal - houses","%","1.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","11","South Dublin - houses","%","2.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","03","National excluding Dublin - all residential properties","%","4.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","04","National excluding Dublin - houses","%","4.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","12","National excluding Dublin - apartments","%","4.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","21","Border - houses","%","15.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","14","Midland - houses","%","3.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","15","West - houses","%","8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","22","Mid-East - houses","%","0.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","23","Mid-West - houses","%","4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","24","South-East - houses","%","7.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201907","2019 July","19","South-West - houses","%","2.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","-","National - all residential properties","%","1.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","01","National - houses","%","1.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","02","National - apartments","%","1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","05","Dublin - all residential properties","%","-0.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","06","Dublin - houses","%","-0.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","07","Dublin - apartments","%","0.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","08","Dublin City - houses","%","-1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","09","Dun Laoghaire-Rathdown - houses","%","-6.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","10","Fingal - houses","%","2.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","11","South Dublin - houses","%","1.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","03","National excluding Dublin - all residential properties","%","4.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","04","National excluding Dublin - houses","%","4.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","12","National excluding Dublin - apartments","%","4.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","21","Border - houses","%","12.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","14","Midland - houses","%","5.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","15","West - houses","%","8.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","22","Mid-East - houses","%","0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","23","Mid-West - houses","%","4.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","24","South-East - houses","%","5.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201908","2019 August","19","South-West - houses","%","2.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","-","National - all residential properties","%","1.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","01","National - houses","%","1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","02","National - apartments","%","0.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","05","Dublin - all residential properties","%","-1.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","06","Dublin - houses","%","-1.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","07","Dublin - apartments","%","0"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","08","Dublin City - houses","%","-1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","09","Dun Laoghaire-Rathdown - houses","%","-6.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","10","Fingal - houses","%","1.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","11","South Dublin - houses","%","-0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","03","National excluding Dublin - all residential properties","%","3.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","04","National excluding Dublin - houses","%","3.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","12","National excluding Dublin - apartments","%","4.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","21","Border - houses","%","11.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","14","Midland - houses","%","3.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","15","West - houses","%","5.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","22","Mid-East - houses","%","0"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","23","Mid-West - houses","%","4.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","24","South-East - houses","%","3.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201909","2019 September","19","South-West - houses","%","2.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","-","National - all residential properties","%","1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","01","National - houses","%","0.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","02","National - apartments","%","0.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","05","Dublin - all residential properties","%","-1.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","06","Dublin - houses","%","-1.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","07","Dublin - apartments","%","-0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","08","Dublin City - houses","%","-1.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","09","Dun Laoghaire-Rathdown - houses","%","-6.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","10","Fingal - houses","%","1.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","11","South Dublin - houses","%","-1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","03","National excluding Dublin - all residential properties","%","3.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","04","National excluding Dublin - houses","%","3.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","12","National excluding Dublin - apartments","%","5.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","21","Border - houses","%","9.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","14","Midland - houses","%","3.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","15","West - houses","%","5.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","22","Mid-East - houses","%","0.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","23","Mid-West - houses","%","4.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","24","South-East - houses","%","3.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201910","2019 October","19","South-West - houses","%","2.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","-","National - all residential properties","%","1.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","01","National - houses","%","1.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","02","National - apartments","%","-0.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","05","Dublin - all residential properties","%","-1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","06","Dublin - houses","%","-0.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","07","Dublin - apartments","%","-1.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","08","Dublin City - houses","%","-0.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","09","Dun Laoghaire-Rathdown - houses","%","-5.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","10","Fingal - houses","%","2.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","11","South Dublin - houses","%","-1.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","03","National excluding Dublin - all residential properties","%","3.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","04","National excluding Dublin - houses","%","3.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","12","National excluding Dublin - apartments","%","4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","21","Border - houses","%","8.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","14","Midland - houses","%","4.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","15","West - houses","%","5.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","22","Mid-East - houses","%","0.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","23","Mid-West - houses","%","3.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","24","South-East - houses","%","1.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201911","2019 November","19","South-West - houses","%","2.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","-","National - all residential properties","%","0.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","01","National - houses","%","1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","02","National - apartments","%","-2.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","05","Dublin - all residential properties","%","-1.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","06","Dublin - houses","%","-0.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","07","Dublin - apartments","%","-4.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","08","Dublin City - houses","%","-0.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","09","Dun Laoghaire-Rathdown - houses","%","-5.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","10","Fingal - houses","%","2.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","11","South Dublin - houses","%","-1.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","03","National excluding Dublin - all residential properties","%","2.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","04","National excluding Dublin - houses","%","2.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","12","National excluding Dublin - apartments","%","2.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","21","Border - houses","%","5.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","14","Midland - houses","%","5.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","15","West - houses","%","4.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","22","Mid-East - houses","%","0.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","23","Mid-West - houses","%","4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","24","South-East - houses","%","0.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","201912","2019 December","19","South-West - houses","%","1.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","-","National - all residential properties","%","1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","01","National - houses","%","1.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","02","National - apartments","%","-0.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","05","Dublin - all residential properties","%","-0.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","06","Dublin - houses","%","0.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","07","Dublin - apartments","%","-1.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","08","Dublin City - houses","%","-1.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","09","Dun Laoghaire-Rathdown - houses","%","-4.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","10","Fingal - houses","%","4.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","11","South Dublin - houses","%","-1.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","03","National excluding Dublin - all residential properties","%","2.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","04","National excluding Dublin - houses","%","2.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","12","National excluding Dublin - apartments","%","1.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","21","Border - houses","%","7.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","14","Midland - houses","%","3.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","15","West - houses","%","5.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","22","Mid-East - houses","%","0.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","23","Mid-West - houses","%","2.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","24","South-East - houses","%","0.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202001","2020 January","19","South-West - houses","%","2.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","-","National - all residential properties","%","1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","01","National - houses","%","1.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","02","National - apartments","%","0.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","05","Dublin - all residential properties","%","-0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","06","Dublin - houses","%","0.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","07","Dublin - apartments","%","0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","08","Dublin City - houses","%","-1.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","09","Dun Laoghaire-Rathdown - houses","%","-3.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","10","Fingal - houses","%","4.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","11","South Dublin - houses","%","-1.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","03","National excluding Dublin - all residential properties","%","2.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","04","National excluding Dublin - houses","%","2.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","12","National excluding Dublin - apartments","%","1.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","21","Border - houses","%","7.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","14","Midland - houses","%","3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","15","West - houses","%","5.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","22","Mid-East - houses","%","-0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","23","Mid-West - houses","%","1.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","24","South-East - houses","%","-1.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202002","2020 February","19","South-West - houses","%","2.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","-","National - all residential properties","%","0.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","01","National - houses","%","1.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","02","National - apartments","%","1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","05","Dublin - all residential properties","%","0.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","06","Dublin - houses","%","0.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","07","Dublin - apartments","%","1.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","08","Dublin City - houses","%","-1.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","09","Dun Laoghaire-Rathdown - houses","%","-1.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","10","Fingal - houses","%","4.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","11","South Dublin - houses","%","-1.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","03","National excluding Dublin - all residential properties","%","1.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","04","National excluding Dublin - houses","%","1.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","12","National excluding Dublin - apartments","%","-0.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","21","Border - houses","%","4.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","14","Midland - houses","%","0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","15","West - houses","%","5.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","22","Mid-East - houses","%","0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","23","Mid-West - houses","%","2.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","24","South-East - houses","%","-1.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202003","2020 March","19","South-West - houses","%","2.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","-","National - all residential properties","%","0.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","01","National - houses","%","0.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","02","National - apartments","%","1.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","05","Dublin - all residential properties","%","0.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","06","Dublin - houses","%","0.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","07","Dublin - apartments","%","1.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","08","Dublin City - houses","%","-1.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","09","Dun Laoghaire-Rathdown - houses","%","-1.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","10","Fingal - houses","%","3.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","11","South Dublin - houses","%","-0.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","03","National excluding Dublin - all residential properties","%","1.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","04","National excluding Dublin - houses","%","1.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","12","National excluding Dublin - apartments","%","-0.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","21","Border - houses","%","2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","14","Midland - houses","%","-0.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","15","West - houses","%","4.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","22","Mid-East - houses","%","0.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","23","Mid-West - houses","%","2.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","24","South-East - houses","%","-2.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202004","2020 April","19","South-West - houses","%","3.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","-","National - all residential properties","%","0.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","01","National - houses","%","0.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","02","National - apartments","%","1.8"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","05","Dublin - all residential properties","%","-0.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","06","Dublin - houses","%","-0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","07","Dublin - apartments","%","1.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","08","Dublin City - houses","%","-1.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","09","Dun Laoghaire-Rathdown - houses","%","-0.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","10","Fingal - houses","%","1.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","11","South Dublin - houses","%","-1.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","03","National excluding Dublin - all residential properties","%","0.9"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","04","National excluding Dublin - houses","%","1.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","12","National excluding Dublin - apartments","%","-0.4"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","21","Border - houses","%","0.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","14","Midland - houses","%","-1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","15","West - houses","%","4.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","22","Mid-East - houses","%","-0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","23","Mid-West - houses","%","1.3"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","24","South-East - houses","%","-0.5"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202005","2020 May","19","South-West - houses","%","4.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","-","National - all residential properties","%","0"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","01","National - houses","%","0.1"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","02","National - apartments","%","2.2"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","05","Dublin - all residential properties","%","-0.6"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","06","Dublin - houses","%","-0.7"
"HPM09C04","Percentage Change over 12 months for Residential Property Price Index","202006","2020 June","07","Dublin - apartments","%","2.1"
